ASPEN WOODS,SOCIAL DISORDER,9,2,6,4,9,12,8,9,8,6,8,6,8,3,9,11,10,13,15,16,13,9,7,8
ASPEN WOODS,PHYSICAL DISORDER,3,1,1,1,3,5,,2,1,1,1,,1,,,,3,3,1,2,4,3,,1
,,,,,,,,,,,,,,,,,,,,,,,,,
AUBURN BAY,Assault (Non-domestic),,,,1,,,,1,,1,,,,,,,1,1,,,,,,
AUBURN BAY,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
AUBURN BAY,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
AUBURN BAY,Violence 'Other' (Non-domestic),,,,,,,,,,,,,,,,,1,,,,,,,
AUBURN BAY,Residential Break & Enter,,,,1,,,,1,,,2,,1,1,,,,,,2,,1,8,
AUBURN BAY,Commercial Break & Enter,1,1,,2,,,,,2,4,1,2,4,2,4,,1,,1,2,3,2,2,1
AUBURN BAY,Theft OF Vehicle,1,,,,,1,1,1,,1,1,,2,,,2,1,1,1,,4,1,1,
AUBURN BAY,Theft FROM Vehicle,4,1,,1,1,1,10,1,3,,5,,1,,,,3,,1,10,1,4,1,3
AUBURN BAY,SOCIAL DISORDER,7,11,17,14,21,5,20,30,20,17,8,14,12,10,11,8,16,18,14,19,26,11,18,18
AUBURN BAY,PHYSICAL DISORDER,,2,1,,2,1,3,2,3,2,2,,,2,3,1,2,,1,2,3,3,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Assault (Non-domestic),,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Violence 'Other' (Non-domestic),,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Residential Break & Enter,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Commercial Break & Enter,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Theft OF Vehicle,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,Theft FROM Vehicle,,,,,,,,,,,,,,,,,,,,,,,,
AURORA BUSINESS PARK,SOCIAL DISORDER,1,,1,1,1,,,3,1,1,3,1,,,,,2,2,2,7,,3,2,5
AURORA BUSINESS PARK,PHYSICAL DISORDER,,,,,,,,,1,,,,,,,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BANFF TRAIL,Assault (Non-domestic),2,,1,,1,1,,,2,,2,,,,1,,,,1,,,1,1,1
BANFF TRAIL,Commercial Robbery,,,,,,,,,,,,,1,,,,,,,,,,,
BANFF TRAIL,Street Robbery,,1,,2,,,,,1,,,,,,1,,,1,,,,,,1
BANFF TRAIL,Violence 'Other' (Non-domestic),1,1,,,,,1,,,1,1,,,1,1,2,,,,,,,,2
BANFF TRAIL,Residential Break & Enter,,,2,1,1,3,5,2,2,2,,1,3,1,1,1,2,2,1,,2,6,1,3
BANFF TRAIL,Commercial Break & Enter,,,,,,,,2,,,3,,,3,,1,,,,1,3,1,,
BANFF TRAIL,Theft OF Vehicle,,,,1,,1,3,1,3,3,,2,,2,2,3,1,1,2,,2,,1,2
BANFF TRAIL,Theft FROM Vehicle,1,2,,4,3,,7,5,2,2,,3,7,5,3,13,3,1,6,1,3,6,4,1
BANFF TRAIL,SOCIAL DISORDER,19,35,50,35,34,50,40,35,44,29,42,37,34,28,41,33,49,41,47,41,34,37,43,31
BANFF TRAIL,PHYSICAL DISORDER,1,6,4,2,1,1,5,4,6,4,1,3,3,4,5,7,4,4,4,8,2,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BANKVIEW,Assault (Non-domestic),,1,2,1,1,4,3,1,1,2,1,,,,2,2,,2,1,4,,3,,1
BANKVIEW,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BANKVIEW,Street Robbery,,1,,,,,,,,,,1,,,,,,,,,,,,
BANKVIEW,Violence 'Other' (Non-domestic),,2,1,1,,,,1,,1,1,,1,1,1,,,3,1,,1,,1,
BANKVIEW,Residential Break & Enter,,4,2,2,,1,2,3,4,1,,,,,,2,2,2,4,3,1,2,3,3
BANKVIEW,Commercial Break & Enter,,2,1,1,,1,,,,3,,1,,,1,,1,1,2,1,1,,,
BANKVIEW,Theft OF Vehicle,2,7,2,1,2,1,1,3,3,,2,,1,,1,,6,2,,4,3,1,1,
BANKVIEW,Theft FROM Vehicle,4,3,8,7,5,4,5,3,10,,,1,1,4,1,4,4,3,1,6,6,5,3,7
BANKVIEW,SOCIAL DISORDER,41,29,51,53,63,74,66,55,61,43,34,45,33,44,41,38,57,54,74,54,58,53,44,43
BANKVIEW,PHYSICAL DISORDER,9,3,4,3,6,4,7,4,9,1,4,6,1,5,2,11,1,2,7,5,3,9,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,
BAYVIEW,Assault (Non-domestic),,,,,,,,,,,,,,,,1,,,,,,,,
BAYVIEW,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BAYVIEW,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BAYVIEW,Violence 'Other' (Non-domestic),,,,,,1,,,,,,,,,,,,,,,,,,
BAYVIEW,Residential Break & Enter,,,,,,,,,,,,,,,,,,,,,,,,
BAYVIEW,Commercial Break & Enter,,,,,,,,,,1,,,,,,,,,,,,,,
BAYVIEW,Theft OF Vehicle,,,,,,,,,,,,,,,,,,,1,,,,,
BAYVIEW,Theft FROM Vehicle,,,,,,,,,,1,,,,,,1,,,,,,,,
BAYVIEW,SOCIAL DISORDER,2,3,1,3,2,2,7,4,3,1,3,1,4,1,4,4,6,9,5,6,2,5,2,3
BAYVIEW,PHYSICAL DISORDER,,,1,,,1,,,,2,1,2,,1,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BEDDINGTON HEIGHTS,Assault (Non-domestic),2,1,2,,,1,2,,1,1,,3,1,2,,1,1,5,1,1,1,1,,1
BEDDINGTON HEIGHTS,Commercial Robbery,,3,,,,1,,,,,,,,,1,,,,,,,,,
BEDDINGTON HEIGHTS,Street Robbery,2,,,,,,,,,1,,,,,1,1,,1,,,,,,
BEDDINGTON HEIGHTS,Violence 'Other' (Non-domestic),,3,1,1,,1,1,2,,1,1,,,,,1,1,,2,1,1,1,2,
BEDDINGTON HEIGHTS,Residential Break & Enter,,1,5,1,9,4,1,2,2,3,2,2,3,2,,6,5,3,,3,6,4,1,
BEDDINGTON HEIGHTS,Commercial Break & Enter,1,,,,1,,,2,,,,,,,1,,2,,,1,,,1,1
BEDDINGTON HEIGHTS,Theft OF Vehicle,,3,1,4,4,1,1,4,3,6,4,3,2,2,4,2,,1,1,3,1,1,,3
BEDDINGTON HEIGHTS,Theft FROM Vehicle,6,3,3,9,5,5,15,4,11,5,2,4,2,8,12,7,13,13,5,6,2,2,3,4
BEDDINGTON HEIGHTS,SOCIAL DISORDER,39,22,43,42,46,57,66,54,56,50,38,35,42,46,51,28,47,49,33,58,55,38,38,39
BEDDINGTON HEIGHTS,PHYSICAL DISORDER,5,5,6,4,4,4,9,4,9,4,1,5,6,5,8,6,11,6,3,6,5,4,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Assault (Non-domestic),,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Violence 'Other' (Non-domestic),,,,,,,,,,,,,,,,,1,,,,,,,
BEL-AIRE,Residential Break & Enter,,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Commercial Break & Enter,,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Theft OF Vehicle,,,,,,,,,,,,,,,,,,,,,,,,
BEL-AIRE,Theft FROM Vehicle,,,,,,,,1,,,,,,,,,,,,,,1,,
BEL-AIRE,SOCIAL DISORDER,,,2,,2,2,1,3,2,,,1,1,2,,2,,2,1,2,1,2,1,1
BEL-AIRE,PHYSICAL DISORDER,,,,,,1,,,,1,,,,,,,,,,,,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BELTLINE,Assault (Non-domestic),6,16,17,19,11,9,26,11,20,20,13,21,6,21,11,15,16,17,29,17,16,22,16,14
BELTLINE,Commercial Robbery,1,,,,2,,,1,,3,,,,2,1,,,2,,,,1,,2
BELTLINE,Street Robbery,1,3,4,2,1,1,4,2,3,,3,1,3,2,2,4,6,4,3,4,2,2,1,
BELTLINE,Violence 'Other' (Non-domestic),3,3,5,2,1,6,4,4,5,2,2,2,1,3,3,2,3,4,6,5,4,3,3,1
BELTLINE,Residential Break & Enter,3,2,5,,2,2,2,2,1,,2,3,1,1,2,3,,6,8,3,4,5,,3
BELTLINE,Commercial Break & Enter,13,8,3,11,5,1,3,2,6,4,3,1,3,12,6,12,10,7,5,9,7,15,3,4
BELTLINE,Theft OF Vehicle,3,6,5,10,10,6,7,5,5,6,7,8,8,1,7,4,9,5,11,9,11,1,10,7
BELTLINE,Theft FROM Vehicle,15,35,34,30,12,10,14,11,26,32,25,14,22,12,16,5,10,15,19,18,33,25,24,14
BELTLINE,SOCIAL DISORDER,409,401,425,422,524,535,703,458,506,449,348,335,307,412,527,522,613,497,662,534,496,525,442,526
BELTLINE,PHYSICAL DISORDER,31,32,32,26,29,24,38,35,29,27,31,12,30,18,27,31,34,27,38,31,41,33,25,20
,,,,,,,,,,,,,,,,,,,,,,,,,
BONAVISTA DOWNS,Assault (Non-domestic),,,,,,,,,,,,,,,,,,,,,1,,,
BONAVISTA DOWNS,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BONAVISTA DOWNS,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BONAVISTA DOWNS,Violence 'Other' (Non-domestic),1,,,,,,,,1,,,,,,,,,,,,,,,
BONAVISTA DOWNS,Residential Break & Enter,,2,,2,,1,,4,1,,,,,1,,,,1,,2,1,1,,
BONAVISTA DOWNS,Commercial Break & Enter,1,,1,,,,,,,,,,,,,,,,,,,,,
BONAVISTA DOWNS,Theft OF Vehicle,1,,,,,1,,,,,,,,1,,,2,,,,,,,
BONAVISTA DOWNS,Theft FROM Vehicle,,,,1,,1,,3,1,,1,,,,,,,1,,2,,,,
BONAVISTA DOWNS,SOCIAL DISORDER,,4,2,6,2,7,8,5,10,1,2,1,1,7,2,4,2,3,6,10,2,1,1,
BONAVISTA DOWNS,PHYSICAL DISORDER,1,,,1,,,,,,,1,,,,,,,1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BOWNESS,Assault (Non-domestic),3,2,6,6,5,7,6,5,3,5,2,3,6,7,7,5,5,2,2,3,3,3,6,2
BOWNESS,Commercial Robbery,1,,1,,,,,,,,,,,,,,,,,,,,2,1
BOWNESS,Street Robbery,2,1,1,,,,1,,,,4,,,2,2,,,,1,1,,,,
BOWNESS,Violence 'Other' (Non-domestic),2,,,3,2,3,3,2,3,,4,1,1,2,3,,2,2,1,1,2,1,2,1
BOWNESS,Residential Break & Enter,2,1,2,2,3,1,4,2,2,2,2,1,3,,8,1,7,2,6,1,2,9,5,3
BOWNESS,Commercial Break & Enter,2,,1,2,1,,,,3,1,2,,1,4,2,1,,2,2,2,4,1,3,1
BOWNESS,Theft OF Vehicle,3,2,4,5,4,1,4,5,3,6,1,1,4,,1,5,5,4,6,9,4,2,6,4
BOWNESS,Theft FROM Vehicle,2,2,4,2,10,11,9,16,9,8,2,8,3,4,4,6,10,7,14,8,15,11,4,5
BOWNESS,SOCIAL DISORDER,69,73,119,118,120,126,156,156,124,101,87,72,76,75,107,94,134,128,173,115,135,129,71,94
BOWNESS,PHYSICAL DISORDER,9,17,10,9,13,13,20,22,14,6,7,5,18,6,8,8,18,13,14,9,8,12,8,5
,,,,,,,,,,,,,,,,,,,,,,,,,
BRAESIDE,Assault (Non-domestic),,,,,,,1,1,2,,2,,,1,1,,,2,,,1,,,
BRAESIDE,Commercial Robbery,,1,,,,,,,,,,,1,,,,,,,,,1,1,
BRAESIDE,Street Robbery,,,1,,,1,,,,,1,,,,,,,,,,,,,
BRAESIDE,Violence 'Other' (Non-domestic),,,2,1,,1,1,,,,,,,,,,,,,1,,,2,
BRAESIDE,Residential Break & Enter,1,,1,,,,,4,,,2,,,1,,,,1,2,,3,2,1,1
BRAESIDE,Commercial Break & Enter,4,,1,,2,,,,,,,,1,1,,,,,,,,,,
BRAESIDE,Theft OF Vehicle,2,,,,1,,4,1,1,,,,,,1,1,1,2,,,1,,1,1
BRAESIDE,Theft FROM Vehicle,,3,2,,3,1,2,3,2,1,,1,1,3,2,5,2,1,,,3,2,2,
BRAESIDE,SOCIAL DISORDER,28,26,37,26,38,34,32,30,23,24,16,14,23,26,30,30,22,36,22,43,32,20,22,13
BRAESIDE,PHYSICAL DISORDER,2,1,2,3,3,3,4,4,4,1,3,2,3,2,4,4,1,5,3,5,2,6,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BRENTWOOD,Assault (Non-domestic),,,,,,,1,,1,,,1,1,,,1,,,1,3,1,,,1
BRENTWOOD,Commercial Robbery,1,,,,,,,,,1,,,,,1,,,,,,,,,
BRENTWOOD,Street Robbery,,,,1,,1,,,,,,,,,,,,,,,,1,,
BRENTWOOD,Violence 'Other' (Non-domestic),,1,,,,,1,,,2,,,1,,,,1,1,1,,1,1,,
BRENTWOOD,Residential Break & Enter,,4,,,,1,,1,1,2,2,,2,1,,,1,,1,6,1,4,1,1
BRENTWOOD,Commercial Break & Enter,2,1,1,,,1,1,,,,,1,1,,,2,1,1,1,1,2,,1,2
BRENTWOOD,Theft OF Vehicle,1,1,1,1,3,1,2,1,,3,,2,,3,5,2,1,1,3,1,,1,,
BRENTWOOD,Theft FROM Vehicle,1,1,4,1,2,5,9,5,1,16,4,5,7,6,7,5,2,3,4,4,8,6,9,8
BRENTWOOD,SOCIAL DISORDER,22,18,22,25,33,47,31,34,35,22,15,24,18,21,30,41,31,39,52,55,41,32,22,20
BRENTWOOD,PHYSICAL DISORDER,3,6,2,5,4,2,6,7,4,4,9,,4,1,4,3,2,3,6,4,3,4,8,
,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDGELAND/RIVERSIDE,Assault (Non-domestic),4,2,2,,1,1,4,2,1,3,2,2,2,1,3,1,,5,3,1,,1,2,
BRIDGELAND/RIVERSIDE,Commercial Robbery,,,,,2,1,,,,1,,1,,,1,,,,,,,1,,
BRIDGELAND/RIVERSIDE,Street Robbery,2,,,,,,1,2,,1,,1,1,,,1,,,1,2,1,,,
BRIDGELAND/RIVERSIDE,Violence 'Other' (Non-domestic),1,1,,,,1,,1,,2,1,1,,1,1,,,1,2,1,2,1,,2
BRIDGELAND/RIVERSIDE,Residential Break & Enter,3,,3,,1,,2,,4,1,3,1,3,1,,1,5,,1,2,6,3,3,1
BRIDGELAND/RIVERSIDE,Commercial Break & Enter,,,4,,1,,1,2,1,4,4,12,,1,3,,2,1,,,2,3,2,1
BRIDGELAND/RIVERSIDE,Theft OF Vehicle,2,1,,,,,2,3,2,3,2,2,2,2,2,,4,1,2,2,4,3,,3
BRIDGELAND/RIVERSIDE,Theft FROM Vehicle,6,1,10,1,3,1,9,12,9,5,9,7,,5,3,6,1,2,5,5,6,5,6,4
BRIDGELAND/RIVERSIDE,SOCIAL DISORDER,49,28,51,65,52,75,86,73,78,42,48,56,58,56,73,65,66,81,119,114,75,70,44,33
BRIDGELAND/RIVERSIDE,PHYSICAL DISORDER,6,1,4,5,8,6,4,8,11,9,3,7,6,5,5,10,8,6,10,16,7,8,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,
BRIDLEWOOD,Assault (Non-domestic),1,,1,1,,,,,1,,,1,,,,,1,1,,5,2,,1,
BRIDLEWOOD,Commercial Robbery,1,,,,,,,,,2,,,,,,,,,,,,,,
BRIDLEWOOD,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BRIDLEWOOD,Violence 'Other' (Non-domestic),,,,,,1,,,1,,1,,2,,,,1,1,,,,1,,
BRIDLEWOOD,Residential Break & Enter,1,,,,1,1,1,1,1,,2,2,,,,1,,,2,,2,1,1,1
BRIDLEWOOD,Commercial Break & Enter,,,1,1,1,,1,,,,2,,,,1,,,1,,,,1,,
BRIDLEWOOD,Theft OF Vehicle,1,3,1,1,2,1,2,,2,,3,3,1,,1,1,3,2,1,2,,1,5,
BRIDLEWOOD,Theft FROM Vehicle,3,1,1,3,2,11,3,1,4,2,1,3,1,1,1,1,2,3,2,3,,3,6,
BRIDLEWOOD,SOCIAL DISORDER,22,19,21,20,29,28,33,24,31,27,19,19,25,23,18,20,26,34,40,32,32,22,31,21
BRIDLEWOOD,PHYSICAL DISORDER,1,6,,6,7,5,5,1,1,1,3,1,3,1,3,5,3,4,5,1,2,8,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,Assault (Non-domestic),,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,Street Robbery,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,Violence 'Other' (Non-domestic),,,,,,1,,,,,,,,,,,,,,,,,,
BRITANNIA,Residential Break & Enter,1,,,2,,1,,,1,1,,,,,,,,1,,,,,,
BRITANNIA,Commercial Break & Enter,,,,,,,,,,,,,1,,,,,1,,,,,,
BRITANNIA,Theft OF Vehicle,,,,,,,,,1,,,,,,,,,1,,,,,,
BRITANNIA,Theft FROM Vehicle,,1,1,1,,,1,,,,1,,,,,,,,,,,1,1,1
BRITANNIA,SOCIAL DISORDER,2,,2,2,3,3,2,3,4,1,4,2,3,3,1,,1,5,4,1,3,2,1,
BRITANNIA,PHYSICAL DISORDER,1,,,,,,2,,,,,,,1,,,,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
BURNS INDUSTRIAL,Assault (Non-domestic),,,,,,,,,,1,,,,,,,1,,,,,,,
